symbol	annotation_id	organism
ADCY8	GO:0046982	9606
ADCY8	GO:0046983	9606
ADCY8	GO:0051721	9606
ADCY8	GO:0016829	9606
ADCY8	GO:0000166	9606
ADCY8	GO:0016849	9606
ADCY9	GO:0004016	9606
ADCY9	GO:0005524	9606
ADCY9	GO:0046872	9606
ADCY9	GO:0016829	9606
ADCY9	GO:0000166	9606
ADCY9	GO:0016849	9606
ADCYAP1	GO:0005102	9606
ADCYAP1	GO:0005184	9606
ADCYAP1	GO:0005515	9606
ADCYAP1	GO:0016521	9606
ADCYAP1	GO:0031858	9606
ADCYAP1	GO:0051428	9606
ADCYAP1	GO:0005179	9606
ADCYAP1R1	GO:0004999	9606
ADCYAP1R1	GO:0005515	9606
ADCYAP1R1	GO:0008179	9606
ADCYAP1R1	GO:0008528	9606
ADCYAP1R1	GO:0017046	9606
ADCYAP1R1	GO:0031267	9606
ADCYAP1R1	GO:0038023	9606
ADCYAP1R1	GO:0042923	9606
ADCYAP1R1	GO:0004930	9606
ADCYAP1R1	GO:0004888	9606
ADD1	GO:0003723	9606
ADD1	GO:0003779	9606
ADD1	GO:0005515	9606
ADD1	GO:0005516	9606
ADD1	GO:0008134	9606
ADD1	GO:0030507	9606
ADD1	GO:0042803	9606
ADD1	GO:0045296	9606
ADD1	GO:0046982	9606
ADD1	GO:0051015	9606
ADD2	GO:0003779	9606
ADD2	GO:0005200	9606
ADD2	GO:0005516	9606
ADD2	GO:0019901	9606
ADD2	GO:0030507	9606
ADD2	GO:0042803	9606
ADD2	GO:0046982	9606
ADD2	GO:0051015	9606
ADD3	GO:0005200	9606
ADD3	GO:0005516	9606
ADD3	GO:0051015	9606
ADD3	GO:0003779	9606
PLIN2	GO:0005515	9606
ADH1A	GO:0004024	9606
ADH1A	GO:0004745	9606
ADH1A	GO:0005515	9606
ADH1A	GO:0008270	9606
ADH1A	GO:0018455	9606
ADH1A	GO:0004022	9606
ADH1A	GO:0046872	9606
ADH1A	GO:0016491	9606
ADH1B	GO:0004024	9606
ADH1B	GO:0004745	9606
ADH1B	GO:0008270	9606
ADH1B	GO:0046872	9606
ADH1B	GO:0016491	9606
ADH1C	GO:0004022	9606
ADH1C	GO:0004024	9606
ADH1C	GO:0004745	9606
ADH1C	GO:0008270	9606
ADH1C	GO:0018455	9606
ADH1C	GO:0046872	9606
ADH1C	GO:0016491	9606
ADH4	GO:0003960	9606
ADH4	GO:0004022	9606
ADH4	GO:0004024	9606
ADH4	GO:0004032	9606
ADH4	GO:0004745	9606
ADH4	GO:0005503	9606
ADH4	GO:0005515	9606
ADH4	GO:0008270	9606
ADH4	GO:0016620	9606
ADH4	GO:0019115	9606
ADH4	GO:0019841	9606
ADH4	GO:0035276	9606
ADH4	GO:0051287	9606
ADH4	GO:0051903	9606
ADH4	GO:0046872	9606
ADH4	GO:0016491	9606
ADH5	GO:0004024	9606
ADH5	GO:0005504	9606
ADH5	GO:0008270	9606
ADH5	GO:0009055	9606
ADH5	GO:0018467	9606
ADH5	GO:0042802	9606
ADH5	GO:0051903	9606
ADH5	GO:0106321	9606
ADH5	GO:0106322	9606
ADH5	GO:0004022	9606
ADH5	GO:0018455	9606
ADH5	GO:0046872	9606
ADH5	GO:0016491	9606
ADH6	GO:0004022	9606
ADH6	GO:0004024	9606
ADH6	GO:0004745	9606
ADH6	GO:0008270	9606
ADH6	GO:0046872	9606
ADH6	GO:0016491	9606
ADH6	GO:0018455	9606
ADH7	GO:0004022	9606
ADH7	GO:0004024	9606
ADH7	GO:0004031	9606
ADH7	GO:0004745	9606
ADH7	GO:0008270	9606
ADH7	GO:0019841	9606
ADH7	GO:0035276	9606
ADH7	GO:0048019	9606
ADH7	GO:0050153	9606
ADH7	GO:0018455	9606
ADH7	GO:0046872	9606
ADH7	GO:0016491	9606
ADK	GO:0003723	9606
ADK	GO:0004001	9606
ADK	GO:0005524	9606
ADK	GO:0046872	9606
ADK	GO:0016740	9606
ADK	GO:0016301	9606
ADK	GO:0016773	9606
ADK	GO:0000166	9606
ADM	GO:0005102	9606
ADM	GO:0005179	9606
ADM	GO:0031700	9606
ADORA1	GO:0001609	9606
ADORA1	GO:0001664	9606
ADORA1	GO:0001883	9606
ADORA1	GO:0005515	9606
ADORA1	GO:0031072	9606
ADORA1	GO:0031683	9606
ADORA1	GO:0032795	9606
ADORA1	GO:0046982	9606
ADORA1	GO:0099582	9606
ADORA1	GO:0044877	9606
ADORA1	GO:0004930	9606
ADORA2A	GO:0001609	9606
ADORA2A	GO:0005515	9606
ADORA2A	GO:0019899	9606
ADORA2A	GO:0031802	9606
ADORA2A	GO:0042802	9606
ADORA2A	GO:0044877	9606
ADORA2A	GO:0051393	9606
ADORA2A	GO:0004930	9606
ADORA2B	GO:0001609	9606
ADORA2B	GO:0005515	9606
ADORA2B	GO:0004930	9606
ADORA3	GO:0001609	9606
ADORA3	GO:0004930	9606
ADPRH	GO:0000287	9606
ADPRH	GO:0003875	9606
ADPRH	GO:0005096	9606
ADPRH	GO:0005515	9606
ADPRH	GO:0030955	9606
ADPRH	GO:0046872	9606
ADPRH	GO:0016787	9606
PARP1	GO:0003677	9606
PARP1	GO:0003723	9606
PARP1	GO:0003950	9606
PARP1	GO:0005515	9606
PARP1	GO:0008134	9606
PARP1	GO:0008270	9606
PARP1	GO:0019899	9606
PARP1	GO:0019901	9606
PARP1	GO:0030331	9606
PARP1	GO:0042802	9606
PARP1	GO:0042826	9606
PARP1	GO:0047485	9606
PARP1	GO:0051287	9606
PARP1	GO:0070412	9606
PARP1	GO:0140294	9606
PARP1	GO:1990404	9606
PARP1	GO:0046332	9606
PARP1	GO:0046872	9606
PARP1	GO:0016757	9606
PARP1	GO:0016740	9606
PARP4	GO:0003677	9606
PARP4	GO:0003950	9606
PARP4	GO:0005515	9606
PARP4	GO:0019899	9606
PARP4	GO:1990404	9606
PARP4	GO:0016757	9606
PARP4	GO:0016740	9606
ADRA1D	GO:0004930	9606
ADRA1D	GO:0004937	9606
ADRA1D	GO:0005515	9606
ADRA1D	GO:0042802	9606
ADRA1D	GO:0004935	9606
ADRA1B	GO:0004930	9606
